A_id	B_id	label	select	user_id
1	3	happiness		A	1225630402
5	8	happiness		A	1225630402
2	1	happiness		B	1225630402
17	5	happiness		A	1225630402
12	1	happiness		A	1225630402
14	18	happiness		B	1225630402
16	4	happiness		B	1225630402
11	10	happiness		B	1225630402
3	12	happiness		B	1225630402
16	4	happiness		B	1225630402
5	7	happiness		B	1225630402
1	15	happiness		B	1225630402
18	6	happiness		A	1225630402
3	13	happiness		B	1225630402
8	2	happiness		A	1224966711
15	13	happiness		A	1224966711
5	2	happiness		A	1224966711
2	12	happiness		B	1224966711
2	14	happiness		B	1224966711
15	18	happiness		B	1224966711
12	17	happiness		B	1224966711
17	8	happiness		B	1224966711
1	8	happiness		B	1224966711
5	12	happiness		A	1224966711
2	10	happiness		B	1224966711
11	8	happiness		A	1224966711
2	14	happiness		B	1224966711
5	4	happiness		B	1224966711
10	11	happiness		B	1224966711
13	6	happiness		A	1227246781
15	5	happiness		B	1227246781
5	10	happiness		A	1227246781
7	2	happiness		A	1227246781
18	11	happiness		B	1227246781
9	17	happiness		A	1227246781
6	11	happiness		B	1227246781
18	12	happiness		B	1227246781
17	3	happiness		B	1227246781
7	3	happiness		A	1227246781
14	2	happiness		A	1227246781
4	6	happiness		A	1227246781
15	11	happiness		B	1227246781
10	16	happiness		A	1227246781
7	9	happiness		A	1227246781
13	6	happiness		A	1228224356
16	9	happiness		B	1228224356
10	3	happiness		A	1228224356
14	9	happiness		B	1228224356
5	1	happiness		B	1228224356
17	4	happiness		B	1228224356
9	8	happiness		A	1228224356
12	9	happiness		A	1228224356
7	15	happiness		A	1228224356
9	5	happiness		B	1228224356
11	3	happiness		A	1228224356
2	13	happiness		A	1228224356
7	13	happiness		A	1228224356
1	13	happiness		A	1228224356
5	17	happiness		A	1228224356
17	4	happiness		B	1227233236
5	12	happiness		B	1227233236
17	18	happiness		B	1227233236
18	4	happiness		A	1227233236
4	15	happiness		B	1227233236
10	18	happiness		B	1227233236
17	13	happiness		A	1227233236
7	3	happiness		B	1227233236
9	11	happiness		B	1227233236
16	10	happiness		A	1227233236
9	16	happiness		B	1227233236
5	7	happiness		A	1227233236
10	7	happiness		B	1227233236
9	12	happiness		A	1227233236
12	3	happiness		B	1227233236
8	11	happiness		B	1226726934
16	11	happiness		B	1226726934
7	13	happiness		A	1226726934
10	8	happiness		A	1226726934
5	17	happiness		A	1226726934
14	16	happiness		A	1226726934
13	11	happiness		A	1226726934
5	1	happiness		B	1226726934
7	10	happiness		B	1226726934
15	3	happiness		A	1226726934
2	1	happiness		B	1226726934
16	1	happiness		B	1226726934
17	11	happiness		B	1226726934
5	18	happiness		B	1226726934
11	8	happiness		A	1226726934
15	6	happiness		A	1226247236
6	9	happiness		B	1226247236
10	12	happiness		B	1226247236
17	15	happiness		B	1226247236
2	12	happiness		B	1226247236
13	4	happiness		A	1226247236
5	13	happiness		A	1226247236
15	6	happiness		A	1226247236
1	3	happiness		A	1226247236
5	13	happiness		A	1226247236
2	15	happiness		B	1226247236
15	3	happiness		A	1226247236
15	13	happiness		A	1226247236
6	4	happiness		A	1226247236
13	11	happiness		B	1226247236
15	8	happiness		B	1228220776
18	5	happiness		B	1228220776
3	12	happiness		A	1228220776
3	18	happiness		B	1228220776
14	15	happiness		B	1228220776
3	13	happiness		B	1228220776
17	1	happiness		B	1228220776
12	8	happiness		B	1228220776
2	1	happiness		B	1228220776
5	13	happiness		A	1228220776
8	18	happiness		A	1228220776
12	17	happiness		B	1228220776
7	18	happiness		B	1228220776
11	9	happiness		B	1228220776
13	18	happiness		B	1228220776
18	6	happiness		A	1227631187
3	13	happiness		B	1227631187
16	7	happiness		B	1227631187
18	10	happiness		A	1227631187
10	8	happiness		A	1227631187
9	11	happiness		B	1227631187
1	14	happiness		A	1227631187
8	15	happiness		B	1227631187
9	17	happiness		A	1227631187
17	15	happiness		B	1227631187
13	17	happiness		A	1227631187
6	7	happiness		B	1227631187
13	7	happiness		B	1227631187
14	12	happiness		B	1227631187
6	16	happiness		A	1227631187
17	9	happiness		B	1225347230
6	11	happiness		B	1225347230
7	10	happiness		B	1225347230
1	4	happiness		A	1225347230
10	5	happiness		A	1225347230
5	8	happiness		B	1225347230
14	18	happiness		B	1225347230
14	3	happiness		A	1225347230
2	17	happiness		B	1225347230
12	16	happiness		B	1225347230
12	3	happiness		A	1225347230
12	16	happiness		B	1225347230
3	4	happiness		B	1225347230
17	13	happiness		B	1225347230
6	5	happiness		B	1225347230
10	1	happiness		B	1225283700
3	5	happiness		B	1225283700
11	2	happiness		A	1225283700
18	8	happiness		A	1225283700
15	17	happiness		A	1225283700
12	3	happiness		A	1225283700
16	17	happiness		A	1225283700
6	4	happiness		B	1225283700
7	8	happiness		A	1225283700
15	18	happiness		A	1225283700
9	5	happiness		A	1225283700
8	15	happiness		B	1225283700
17	15	happiness		B	1225283700
16	4	happiness		B	1225283700
3	17	happiness		A	1225283700
11	4	happiness		B	1227862148
2	4	happiness		B	1227862148
14	6	happiness		B	1227862148
1	14	happiness		B	1227862148
14	13	happiness		A	1227862148
7	12	happiness		B	1227862148
7	13	happiness		B	1227862148
7	16	happiness		B	1227862148
10	11	happiness		B	1227862148
13	8	happiness		B	1227862148
6	18	happiness		B	1227862148
6	7	happiness		A	1227862148
12	9	happiness		B	1227862148
3	7	happiness		A	1227862148
7	3	happiness		B	1227862148
12	14	happiness		B	1227565690
13	17	happiness		B	1227565690
8	7	happiness		A	1227565690
6	1	happiness		A	1227565690
15	14	happiness		B	1227565690
1	4	happiness		B	1227565690
9	13	happiness		B	1227565690
1	5	happiness		A	1227565690
7	12	happiness		A	1227565690
10	18	happiness		B	1227565690
16	3	happiness		A	1227565690
9	4	happiness		A	1227565690
9	5	happiness		A	1227565690
12	15	happiness		B	1227565690
5	10	happiness		B	1227565690
7	9	happiness		B	1227801783
15	10	happiness		A	1227801783
15	13	happiness		A	1227801783
16	2	happiness		B	1227801783
6	14	happiness		B	1227801783
13	1	happiness		A	1227801783
2	11	happiness		B	1227801783
10	17	happiness		B	1227801783
18	12	happiness		A	1227801783
16	5	happiness		A	1227801783
12	4	happiness		B	1227801783
4	10	happiness		A	1227801783
13	15	happiness		B	1227801783
16	9	happiness		B	1227801783
4	12	happiness		A	1227801783
1	8	happiness		A	1225173718
13	2	happiness		A	1225173718
16	3	happiness		A	1225173718
16	17	happiness		A	1225173718
5	2	happiness		B	1225173718
15	14	happiness		B	1225173718
3	2	happiness		A	1225173718
9	10	happiness		B	1225173718
1	12	happiness		A	1225173718
9	10	happiness		A	1225173718
6	8	happiness		B	1225173718
10	15	happiness		B	1225173718
8	9	happiness		B	1225173718
6	2	happiness		A	1225173718
2	3	happiness		B	1225173718
11	12	happiness		A	1227917991
13	6	happiness		A	1227917991
14	18	happiness		B	1227917991
4	14	happiness		A	1227917991
2	15	happiness		B	1227917991
15	4	happiness		B	1227917991
16	7	happiness		B	1227917991
9	8	happiness		A	1227917991
14	3	happiness		A	1227917991
5	6	happiness		A	1227917991
6	15	happiness		B	1227917991
15	18	happiness		B	1227917991
14	18	happiness		B	1227917991
13	12	happiness		A	1227917991
8	12	happiness		A	1227917991
9	14	happiness		A	1227950198
13	3	happiness		A	1227950198
18	17	happiness		A	1227950198
13	1	happiness		B	1227950198
3	15	happiness		A	1227950198
10	6	happiness		A	1227950198
15	10	happiness		B	1227950198
8	9	happiness		B	1227950198
6	11	happiness		B	1227950198
12	18	happiness		B	1227950198
17	18	happiness		B	1227950198
5	6	happiness		A	1227950198
13	12	happiness		A	1227950198
3	14	happiness		A	1227950198
1	11	happiness		B	1227950198
5	11	happiness		B	1228167407
2	7	happiness		B	1228167407
5	8	happiness		B	1228167407
14	2	happiness		A	1228167407
4	16	happiness		A	1228167407
15	4	happiness		A	1228167407
1	17	happiness		A	1228167407
18	16	happiness		A	1228167407
10	11	happiness		A	1228167407
16	5	happiness		B	1228167407
1	8	happiness		A	1228167407
13	15	happiness		B	1228167407
15	5	happiness		A	1228167407
10	8	happiness		A	1228167407
12	17	happiness		A	1228167407
18	10	happiness		A	1224950460
3	6	happiness		B	1224950460
8	14	happiness		B	1224950460
13	12	happiness		B	1224950460
13	5	happiness		B	1224950460
15	12	happiness		B	1224950460
3	7	happiness		B	1224950460
11	6	happiness		A	1224950460
10	4	happiness		A	1224950460
11	3	happiness		A	1224950460
3	18	happiness		B	1224950460
1	18	happiness		B	1224950460
5	7	happiness		B	1224950460
16	6	happiness		A	1224950460
10	1	happiness		A	1224950460
1	6	happiness		A	1228134242
6	15	happiness		B	1228134242
8	14	happiness		A	1228134242
1	2	happiness		A	1228134242
3	15	happiness		B	1228134242
15	12	happiness		A	1228134242
18	1	happiness		A	1228134242
13	3	happiness		A	1228134242
7	15	happiness		B	1228134242
8	12	happiness		A	1228134242
6	3	happiness		B	1228134242
17	3	happiness		B	1228134242
18	15	happiness		B	1228134242
1	9	happiness		A	1228134242
7	11	happiness		B	1228134242
7	10	happiness		A	1228154746
5	13	happiness		A	1228154746
7	12	happiness		A	1228154746
1	8	happiness		A	1228154746
1	11	happiness		A	1228154746
11	13	happiness		A	1228154746
4	15	happiness		A	1228154746
10	16	happiness		A	1228154746
6	12	happiness		B	1228154746
11	14	happiness		A	1228154746
3	1	happiness		B	1228154746
14	13	happiness		B	1228154746
14	4	happiness		B	1228154746
9	6	happiness		B	1228154746
7	16	happiness		A	1228154746
5	7	happiness		B	1227207156
13	18	happiness		B	1227207156
1	4	happiness		B	1227207156
5	7	happiness		B	1227207156
13	5	happiness		B	1227207156
6	13	happiness		B	1227207156
1	4	happiness		B	1227207156
12	15	happiness		B	1227207156
15	14	happiness		B	1227207156
5	13	happiness		B	1227207156
8	5	happiness		B	1227207156
9	1	happiness		B	1227207156
8	10	happiness		A	1227207156
18	10	happiness		A	1227207156
11	2	happiness		B	1227207156
3	5	disgust		B	1227637559
5	4	disgust		A	1227637559
2	4	disgust		A	1227637559
5	2	disgust		A	1227637559
4	2	disgust		B	1227637559
1	5	disgust		A	1227637559
2	3	disgust		A	1227637559
4	1	disgust		B	1227637559
3	1	disgust		B	1227637559
2	3	disgust		A	1227637559
4	5	disgust		B	1227637559
1	4	disgust		A	1227637559
5	4	disgust		A	1227637559
2	1	disgust		B	1227637559
1	3	disgust		A	1227637559
5	2	disgust		B	1226654402
2	5	disgust		B	1226654402
3	5	disgust		B	1226654402
1	2	disgust		A	1226654402
4	3	disgust		B	1226654402
4	2	disgust		B	1226654402
5	4	disgust		A	1226654402
1	2	disgust		A	1226654402
4	5	disgust		B	1226654402
5	2	disgust		A	1226654402
3	2	disgust		B	1226654402
2	3	disgust		A	1226654402
2	5	disgust		B	1226654402
1	2	disgust		A	1226654402
5	3	disgust		A	1226654402
4	3	disgust		A	1228008114
5	1	disgust		A	1228008114
5	2	disgust		A	1228008114
5	1	disgust		A	1228008114
2	3	disgust		A	1228008114
4	1	disgust		B	1228008114
3	2	disgust		A	1228008114
3	1	disgust		B	1228008114
5	4	disgust		A	1228008114
5	2	disgust		A	1228008114
1	2	disgust		A	1228008114
5	1	disgust		B	1228008114
5	2	disgust		A	1228008114
4	1	disgust		B	1228008114
5	4	disgust		A	1228008114
4	1	disgust		A	1227145795
4	2	disgust		A	1227145795
3	4	disgust		B	1227145795
5	3	disgust		B	1227145795
2	5	disgust		B	1227145795
4	2	disgust		A	1227145795
1	4	disgust		B	1227145795
1	2	disgust		B	1227145795
3	2	disgust		A	1227145795
5	1	disgust		A	1227145795
5	2	disgust		A	1227145795
5	3	disgust		B	1227145795
4	1	disgust		A	1227145795
1	3	disgust		B	1227145795
5	2	disgust		A	1227145795
1	2	disgust		B	1227082168
3	1	disgust		A	1227082168
4	2	disgust		A	1227082168
1	4	disgust		B	1227082168
1	2	disgust		B	1227082168
5	2	disgust		A	1227082168
3	1	disgust		A	1227082168
2	1	disgust		A	1227082168
1	3	disgust		B	1227082168
4	5	disgust		B	1227082168
5	4	disgust		A	1227082168
1	5	disgust		B	1227082168
4	1	disgust		A	1227082168
2	3	disgust		B	1227082168
4	3	disgust		B	1227082168
1	3	disgust		A	1228173154
2	4	disgust		A	1228173154
3	5	disgust		B	1228173154
1	4	disgust		A	1228173154
5	2	disgust		A	1228173154
1	5	disgust		A	1228173154
3	5	disgust		B	1228173154
2	3	disgust		A	1228173154
5	1	disgust		B	1228173154
1	5	disgust		A	1228173154
1	2	disgust		A	1228173154
2	1	disgust		B	1228173154
1	3	disgust		A	1228173154
3	2	disgust		B	1228173154
4	3	disgust		A	1228173154
4	2	disgust		B	1227984446
1	4	disgust		A	1227984446
3	2	disgust		B	1227984446
1	2	disgust		A	1227984446
5	4	disgust		A	1227984446
2	3	disgust		A	1227984446
3	1	disgust		B	1227984446
1	4	disgust		A	1227984446
5	3	disgust		A	1227984446
5	3	disgust		A	1227984446
3	5	disgust		B	1227984446
5	2	disgust		A	1227984446
1	3	disgust		A	1227984446
5	2	disgust		A	1227984446
5	4	disgust		A	1227984446
2	4	disgust		A	1227862948
3	4	disgust		B	1227862948
5	2	disgust		A	1227862948
3	2	disgust		B	1227862948
5	3	disgust		A	1227862948
2	3	disgust		A	1227862948
4	3	disgust		B	1227862948
2	5	disgust		B	1227862948
5	1	disgust		B	1227862948
1	3	disgust		A	1227862948
5	2	disgust		A	1227862948
1	2	disgust		A	1227862948
3	1	disgust		B	1227862948
5	1	disgust		B	1227862948
3	1	disgust		B	1227862948
5	1	disgust		B	1226638407
2	4	disgust		A	1226638407
4	2	disgust		B	1226638407
1	3	disgust		A	1226638407
1	4	disgust		A	1226638407
4	1	disgust		B	1226638407
1	2	disgust		A	1226638407
5	3	disgust		A	1226638407
4	1	disgust		B	1226638407
2	1	disgust		B	1226638407
3	4	disgust		A	1226638407
3	1	disgust		B	1226638407
2	5	disgust		B	1226638407
4	3	disgust		B	1226638407
5	1	disgust		A	1226638407
4	5	disgust		B	1224951386
1	5	disgust		A	1224951386
4	5	disgust		B	1224951386
3	2	disgust		B	1224951386
4	1	disgust		B	1224951386
2	5	disgust		B	1224951386
4	1	disgust		B	1224951386
4	3	disgust		A	1224951386
3	2	disgust		B	1224951386
3	4	disgust		B	1224951386
5	3	disgust		A	1224951386
3	2	disgust		B	1224951386
5	1	disgust		B	1224951386
5	4	disgust		A	1224951386
3	2	disgust		B	1224951386
2	1	disgust		B	1227906105
3	5	disgust		B	1227906105
4	2	disgust		B	1227906105
5	3	disgust		A	1227906105
3	5	disgust		B	1227906105
1	4	disgust		A	1227906105
4	1	disgust		B	1227906105
4	2	disgust		B	1227906105
2	3	disgust		A	1227906105
4	1	disgust		B	1227906105
1	3	disgust		A	1227906105
2	4	disgust		A	1227906105
3	4	disgust		B	1227906105
2	5	disgust		B	1227906105
5	3	disgust		A	1227906105
1	2	disgust		A	1225299689
2	3	disgust		A	1225299689
1	4	disgust		A	1225299689
4	3	disgust		B	1225299689
3	5	disgust		B	1225299689
4	1	disgust		B	1225299689
4	3	disgust		B	1225299689
2	5	disgust		B	1225299689
5	2	disgust		A	1225299689
1	2	disgust		A	1225299689
5	4	disgust		A	1225299689
4	5	disgust		B	1225299689
1	2	disgust		A	1225299689
5	4	disgust		A	1225299689
2	5	disgust		B	1225299689
5	2	disgust		A	1227102258
2	1	disgust		A	1227102258
4	2	disgust		A	1227102258
3	5	disgust		A	1227102258
1	4	disgust		B	1227102258
2	5	disgust		B	1227102258
2	5	disgust		B	1227102258
1	2	disgust		B	1227102258
2	1	disgust		A	1227102258
4	2	disgust		A	1227102258
4	1	disgust		A	1227102258
3	4	disgust		B	1227102258
2	4	disgust		B	1227102258
2	5	disgust		B	1227102258
5	4	disgust		B	1227102258
3	2	disgust		B	1225611653
4	1	disgust		B	1225611653
1	4	disgust		A	1225611653
3	2	disgust		B	1225611653
3	5	disgust		B	1225611653
4	1	disgust		B	1225611653
1	2	disgust		A	1225611653
5	2	disgust		A	1225611653
2	4	disgust		A	1225611653
2	3	disgust		A	1225611653
2	4	disgust		A	1225611653
1	3	disgust		A	1225611653
1	2	disgust		A	1225611653
4	3	disgust		A	1225611653
2	5	disgust		B	1225611653
2	4	disgust		A	1228220952
2	4	disgust		A	1228220952
1	3	disgust		A	1228220952
3	1	disgust		B	1228220952
3	2	disgust		A	1228220952
2	5	disgust		B	1228220952
3	1	disgust		A	1228220952
2	4	disgust		A	1228220952
1	4	disgust		A	1228220952
5	2	disgust		A	1228220952
2	4	disgust		A	1228220952
3	4	disgust		A	1228220952
2	3	disgust		A	1228220952
4	5	disgust		B	1228220952
4	2	disgust		B	1228220952
4	3	disgust		A	1226084935
5	1	disgust		B	1226084935
2	5	disgust		B	1226084935
5	3	disgust		A	1226084935
4	1	disgust		B	1226084935
5	4	disgust		A	1226084935
1	5	disgust		A	1226084935
4	2	disgust		B	1226084935
1	3	disgust		A	1226084935
4	1	disgust		B	1226084935
2	3	disgust		A	1226084935
3	4	disgust		B	1226084935
2	4	disgust		A	1226084935
2	3	disgust		A	1226084935
3	2	disgust		B	1226084935
1	3	disgust		B	1228185556
5	3	disgust		A	1228185556
5	3	disgust		A	1228185556
2	3	disgust		A	1228185556
2	5	disgust		B	1228185556
4	3	disgust		A	1228185556
4	3	disgust		A	1228185556
4	1	disgust		B	1228185556
1	2	disgust		A	1228185556
2	1	disgust		B	1228185556
5	1	disgust		B	1228185556
2	3	disgust		A	1228185556
4	2	disgust		B	1228185556
4	5	disgust		B	1228185556
2	4	disgust		A	1228185556
1	3	disgust		A	1225457325
1	3	disgust		A	1225457325
4	3	disgust		B	1225457325
2	3	disgust		A	1225457325
4	3	disgust		B	1225457325
5	3	disgust		A	1225457325
4	1	disgust		B	1225457325
1	4	disgust		A	1225457325
1	5	disgust		A	1225457325
1	2	disgust		A	1225457325
2	1	disgust		B	1225457325
5	2	disgust		A	1225457325
1	3	disgust		A	1225457325
2	3	disgust		B	1225457325
4	3	disgust		B	1225457325
5	1	disgust		B	1226712276
4	1	disgust		B	1226712276
4	1	disgust		B	1226712276
1	2	disgust		A	1226712276
4	1	disgust		B	1226712276
5	2	disgust		B	1226712276
3	1	disgust		B	1226712276
2	4	disgust		A	1226712276
1	5	disgust		A	1226712276
1	5	disgust		A	1226712276
4	5	disgust		B	1226712276
2	5	disgust		A	1226712276
5	4	disgust		A	1226712276
1	4	disgust		A	1226712276
1	2	disgust		A	1226712276
2	4	disgust		B	1227020010
2	4	disgust		B	1227020010
2	3	disgust		B	1227020010
1	4	disgust		B	1227020010
3	5	disgust		A	1227020010
3	5	disgust		A	1227020010
1	4	disgust		B	1227020010
5	2	disgust		A	1227020010
1	2	disgust		B	1227020010
1	4	disgust		B	1227020010
5	1	disgust		A	1227020010
3	2	disgust		A	1227020010
2	4	disgust		B	1227020010
4	3	disgust		A	1227020010
3	5	disgust		A	1227020010
8	5	fear		A	1228222551
9	8	fear		B	1228222551
3	1	fear		A	1228222551
3	9	fear		A	1228222551
8	10	fear		A	1228222551
4	7	fear		B	1228222551
4	10	fear		B	1228222551
10	7	fear		B	1228222551
4	6	fear		B	1228222551
3	5	fear		A	1228222551
3	5	fear		A	1228222551
9	6	fear		B	1228222551
3	6	fear		A	1228222551
9	8	fear		B	1228222551
5	6	fear		B	1228222551
8	10	fear		A	1228204767
1	5	fear		A	1228204767
4	3	fear		B	1228204767
6	2	fear		B	1228204767
6	7	fear		A	1228204767
2	4	fear		A	1228204767
3	2	fear		B	1228204767
5	7	fear		B	1228204767
3	10	fear		A	1228204767
2	9	fear		A	1228204767
7	9	fear		A	1228204767
3	5	fear		A	1228204767
1	2	fear		A	1228204767
5	10	fear		B	1228204767
10	6	fear		B	1228204767
1	5	fear		A	1227553274
1	9	fear		A	1227553274
6	1	fear		B	1227553274
9	4	fear		B	1227553274
10	7	fear		B	1227553274
10	5	fear		B	1227553274
2	8	fear		B	1227553274
10	7	fear		B	1227553274
5	6	fear		A	1227553274
10	1	fear		B	1227553274
9	10	fear		A	1227553274
7	10	fear		A	1227553274
8	10	fear		A	1227553274
3	9	fear		A	1227553274
8	6	fear		A	1227553274
7	5	fear		B	1227945634
1	10	fear		A	1227945634
6	3	fear		A	1227945634
10	7	fear		B	1227945634
5	9	fear		A	1227945634
9	2	fear		B	1227945634
6	4	fear		B	1227945634
10	5	fear		B	1227945634
6	2	fear		B	1227945634
7	5	fear		B	1227945634
8	9	fear		A	1227945634
9	4	fear		B	1227945634
7	5	fear		B	1227945634
2	6	fear		B	1227945634
5	2	fear		A	1227945634
8	3	fear		A	1228202014
1	7	fear		B	1228202014
1	9	fear		A	1228202014
5	9	fear		B	1228202014
8	2	fear		A	1228202014
8	5	fear		A	1228202014
8	4	fear		A	1228202014
5	7	fear		B	1228202014
5	4	fear		B	1228202014
3	5	fear		A	1228202014
6	1	fear		B	1228202014
7	3	fear		B	1228202014
4	10	fear		A	1228202014
5	1	fear		B	1228202014
4	9	fear		A	1228202014
3	1	fear		B	1225432594
8	5	fear		A	1225432594
10	3	fear		B	1225432594
9	4	fear		B	1225432594
3	6	fear		A	1225432594
3	9	fear		A	1225432594
10	6	fear		A	1225432594
5	10	fear		B	1225432594
9	1	fear		B	1225432594
5	7	fear		B	1225432594
9	2	fear		B	1225432594
1	2	fear		A	1225432594
10	4	fear		A	1225432594
2	10	fear		B	1225432594
7	5	fear		A	1225432594
10	8	fear		B	1225337740
7	2	fear		B	1225337740
8	5	fear		A	1225337740
2	7	fear		B	1225337740
8	3	fear		A	1225337740
6	2	fear		A	1225337740
9	4	fear		B	1225337740
7	6	fear		A	1225337740
10	6	fear		A	1225337740
6	4	fear		B	1225337740
10	3	fear		A	1225337740
9	2	fear		B	1225337740
6	9	fear		B	1225337740
7	6	fear		A	1225337740
1	3	fear		A	1225337740
7	4	fear		A	1225718963
2	10	fear		A	1225718963
3	7	fear		A	1225718963
7	9	fear		A	1225718963
7	5	fear		A	1225718963
1	5	fear		A	1225718963
4	5	fear		B	1225718963
6	5	fear		B	1225718963
8	9	fear		A	1225718963
10	8	fear		B	1225718963
8	4	fear		A	1225718963
6	9	fear		A	1225718963
10	1	fear		B	1225718963
2	9	fear		A	1225718963
6	9	fear		A	1225718963
7	3	fear		A	1227061404
8	3	fear		A	1227061404
3	8	fear		B	1227061404
4	2	fear		B	1227061404
9	10	fear		A	1227061404
6	4	fear		A	1227061404
8	2	fear		A	1227061404
5	7	fear		B	1227061404
1	9	fear		B	1227061404
8	10	fear		A	1227061404
9	1	fear		A	1227061404
5	2	fear		B	1227061404
8	6	fear		A	1227061404
9	4	fear		A	1227061404
3	8	fear		B	1227061404
3	6	fear		A	1226477513
4	7	fear		B	1226477513
9	5	fear		A	1226477513
8	7	fear		A	1226477513
3	6	fear		A	1226477513
5	9	fear		A	1226477513
1	8	fear		A	1226477513
3	9	fear		A	1226477513
8	4	fear		A	1226477513
8	4	fear		A	1226477513
5	10	fear		A	1226477513
5	9	fear		A	1226477513
7	3	fear		B	1226477513
7	1	fear		B	1226477513
1	10	fear		A	1226477513
5	2	fear		A	1227356412
10	1	fear		B	1227356412
6	7	fear		B	1227356412
7	1	fear		B	1227356412
1	10	fear		A	1227356412
3	6	fear		A	1227356412
8	9	fear		A	1227356412
7	3	fear		B	1227356412
7	3	fear		B	1227356412
10	2	fear		B	1227356412
5	8	fear		B	1227356412
9	2	fear		B	1227356412
8	2	fear		A	1227356412
1	7	fear		A	1227356412
9	8	fear		B	1227356412
8	4	fear		B	1227020327
7	5	fear		A	1227020327
5	1	fear		A	1227020327
5	7	fear		B	1227020327
7	8	fear		A	1227020327
8	3	fear		A	1227020327
5	6	fear		B	1227020327
2	10	fear		A	1227020327
2	9	fear		A	1227020327
5	1	fear		A	1227020327
9	1	fear		A	1227020327
9	2	fear		A	1227020327
3	7	fear		B	1227020327
7	3	fear		A	1227020327
1	7	fear		B	1227020327
8	10	fear		A	1225580178
9	10	fear		A	1225580178
4	2	fear		A	1225580178
2	1	fear		B	1225580178
8	2	fear		A	1225580178
8	5	fear		A	1225580178
8	2	fear		A	1225580178
4	9	fear		B	1225580178
8	9	fear		A	1225580178
1	6	fear		A	1225580178
6	1	fear		B	1225580178
9	2	fear		A	1225580178
7	5	fear		A	1225580178
4	2	fear		B	1225580178
1	8	fear		B	1225580178
4	1	fear		A	1226974179
7	5	fear		A	1226974179
2	9	fear		A	1226974179
4	9	fear		A	1226974179
3	7	fear		A	1226974179
3	5	fear		A	1226974179
6	4	fear		B	1226974179
10	6	fear		A	1226974179
6	7	fear		B	1226974179
5	9	fear		B	1226974179
7	10	fear		B	1226974179
8	2	fear		B	1226974179
6	7	fear		B	1226974179
3	10	fear		B	1226974179
8	3	fear		B	1226974179
5	8	fear		B	1225337709
10	7	fear		B	1225337709
8	3	fear		A	1225337709
10	2	fear		A	1225337709
8	2	fear		A	1225337709
4	10	fear		B	1225337709
9	7	fear		B	1225337709
7	9	fear		A	1225337709
5	1	fear		B	1225337709
10	6	fear		A	1225337709
10	7	fear		B	1225337709
9	8	fear		B	1225337709
9	1	fear		B	1225337709
6	4	fear		A	1225337709
2	4	fear		A	1225337709
6	9	fear		B	1227975144
7	6	fear		B	1227975144
8	10	fear		A	1227975144
6	7	fear		B	1227975144
5	10	fear		A	1227975144
8	7	fear		A	1227975144
3	10	fear		A	1227975144
8	6	fear		A	1227975144
3	5	fear		A	1227975144
10	6	fear		B	1227975144
6	10	fear		A	1227975144
4	9	fear		B	1227975144
4	7	fear		B	1227975144
8	3	fear		A	1227975144
4	3	fear		B	1227975144
4	1	fear		A	1226589467
1	8	fear		B	1226589467
9	7	fear		B	1226589467
4	7	fear		B	1226589467
7	9	fear		A	1226589467
6	7	fear		B	1226589467
5	7	fear		B	1226589467
10	5	fear		B	1226589467
6	3	fear		B	1226589467
1	9	fear		A	1226589467
5	3	fear		B	1226589467
1	2	fear		A	1226589467
6	8	fear		A	1226589467
10	8	fear		B	1226589467
2	9	fear		A	1226589467
8	6	fear		A	1225224543
3	9	fear		A	1225224543
5	8	fear		B	1225224543
1	3	fear		A	1225224543
8	10	fear		A	1225224543
1	2	fear		A	1225224543
6	2	fear		B	1225224543
9	7	fear		B	1225224543
9	7	fear		B	1225224543
4	3	fear		A	1225224543
6	1	fear		B	1225224543
6	9	fear		B	1225224543
10	2	fear		B	1225224543
3	4	fear		B	1225224543
5	3	fear		A	1225224543
1	4	fear		A	1227970226
9	3	fear		B	1227970226
7	1	fear		B	1227970226
9	4	fear		B	1227970226
8	6	fear		A	1227970226
5	8	fear		B	1227970226
3	10	fear		A	1227970226
1	7	fear		A	1227970226
10	6	fear		B	1227970226
9	5	fear		B	1227970226
8	4	fear		A	1227970226
2	5	fear		B	1227970226
8	9	fear		A	1227970226
3	10	fear		A	1227970226
10	7	fear		A	1227970226
2	4	fear		B	1227272223
7	10	fear		B	1227272223
5	4	fear		A	1227272223
9	10	fear		B	1227272223
2	3	fear		A	1227272223
6	10	fear		B	1227272223
5	7	fear		A	1227272223
1	2	fear		A	1227272223
3	4	fear		B	1227272223
6	7	fear		B	1227272223
1	9	fear		A	1227272223
7	2	fear		A	1227272223
10	1	fear		B	1227272223
6	3	fear		B	1227272223
10	9	fear		A	1227272223
9	8	fear		B	1227012007
5	4	fear		B	1227012007
7	3	fear		A	1227012007
2	6	fear		A	1227012007
5	9	fear		B	1227012007
6	4	fear		B	1227012007
7	4	fear		B	1227012007
5	9	fear		B	1227012007
1	7	fear		B	1227012007
4	3	fear		A	1227012007
5	1	fear		A	1227012007
4	3	fear		A	1227012007
9	6	fear		B	1227012007
2	10	fear		A	1227012007
2	9	fear		B	1227012007
10	9	fear		B	1228217088
8	4	fear		A	1228217088
2	1	fear		A	1228217088
9	10	fear		A	1228217088
5	4	fear		B	1228217088
10	7	fear		A	1228217088
5	9	fear		B	1228217088
3	9	fear		B	1228217088
3	7	fear		A	1228217088
